"rho","r2","N","k","model",".Rep","er2","aer2","bias","rmse","abias","armse","power","n_ok","n_fail","model_label","power_adjr2","power_gap"
0.3,0.3,90,3,"logistic",1000,0.330930863145234,0.306667150309203,0.0309308631452345,0.0872196768132066,0.00666715030920333,0.0818441914680826,1,1000,0,"Logistic",0.999856696939154,0.000143303060845756
0.3,0.03,120,3,"logistic",1000,0.0489962033773834,0.030844111012235,0.0189962033773834,0.0347642737959633,0.000844111012234983,0.0291253750669535,0.453,1000,0,"Logistic",0.450971199194729,0.00202880080527135
0.3,0.06,120,3,"logistic",1000,0.0796861820406326,0.0615364842974079,0.0196861820406326,0.0440534100667958,0.00153648429740793,0.0394454225765233,0.779,1000,0,"Logistic",0.771821830510847,0.00717816948915329
0.3,0.09,120,3,"logistic",1000,0.11120960793839,0.0930665691580669,0.0212096079383903,0.0530329955994823,0.00306656915806692,0.0487059604126921,0.928,1000,0,"Logistic",0.925686439553135,0.00231356044686515
0.3,0.12,120,3,"logistic",1000,0.139849171285032,0.121710243474911,0.0198491712850324,0.0571499144153492,0.00171024347491114,0.0536286273646483,0.977,1000,0,"Logistic",0.976580486990927,0.000419513009072947
0.3,0.15,120,3,"logistic",1000,0.166569273451731,0.148428854988572,0.0165692734517314,0.0585267746887222,-0.0015711450114282,0.0561546091917277,0.998,1000,0,"Logistic",0.992696020911289,0.00530397908871061
0.3,0.18,120,3,"logistic",1000,0.203269580570438,0.185132158026596,0.0232695805704383,0.0654583459688669,0.00513215802659624,0.0613971141019531,1,1000,0,"Logistic",0.998677468600666,0.00132253139933436
0.3,0.21,120,3,"logistic",1000,0.228718566953995,0.210571442488577,0.0187185669539952,0.064605600088891,0.000571442488576937,0.0618364071783311,1,1000,0,"Logistic",0.999618899779838,0.000381100220161579
0.3,0.24,120,3,"logistic",1000,0.264889857834101,0.246747657132632,0.0248898578341011,0.0730669406452275,0.00674765713263212,0.069041874871133,1,1000,0,"Logistic",0.999939379496594,6.06205034063834e-05
0.3,0.27,120,3,"logistic",1000,0.294888522902726,0.276739359279703,0.0248885229027255,0.0721128579720453,0.00673935927970303,0.0680257805505815,1,1000,0,"Logistic",0.999987467323889,1.25326761111211e-05
